MESH_NM	MESH_ACC_TXT	CTD_ACTION_CD	MGI_ACTION_CD	OMIM_NM	OMIM_ID	OMIM_Designation	CREATE_BY	CREATE_BY_DATE	MOD_BY	MOD_BY_DATE	CURATOR_NOTE															
alpha-Thalassemia	D017085	M	M	ALPHA-THALASSEMIA	604131	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Myelodysplastic Syndromes	D009190	L	L	ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME	300448	#	apd	05/12/10	apd	05/12/10																
alpha-Thalassemia	D017085	L	L	ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME	300448	#	apd	05/12/10	apd	05/12/10																
Mental Retardation	D008607	L	L	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, DELETION-TYPE	141750	#	apd	05/12/10	apd	05/12/10																
alpha-Thalassemia	D017085	L	L	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, DELETION-TYPE	141750	#	apd	05/12/10	apd	05/12/10																
ATR-X syndrome	C538258	M	M	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED	301040	#	apd	05/12/10	apd	03/11/11	mapped to new MESH 2011															
Alport syndrome, dominant type	C536586	M	M	ALPORT SYNDROME, AUTOSOMAL DOMINANT	104200	#	smb	09/24/10	apd	03/24/11	mapped to new MESH 2011															
Alport syndrome, recessive type	C536587	M	M	ALPORT SYNDROME, AUTOSOMAL RECESSIVE	203780	#	apd	05/12/10	apd	03/24/11	mapped to new MESH 2011															
Nephritis, Hereditary	D009394	L	L	ALPORT SYNDROME, X-LINKED	301050	#	apd	05/12/10	apd	05/12/10																
Alstrom Syndrome	D056769	M	M	ALSTROM SYNDROME	203800	#	apd	05/12/10	apd	05/12/10																
Alternating hemiplegia of childhood	C536589	M	M	ALTERNATING HEMIPLEGIA OF CHILDHOOD	104290	#	apd	05/12/10	apd	10/13/10	mapped to new MESH 2011															
Alveolar capillary dysplasia	C536590	M	L	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS	265380	#	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Sarcoma, Alveolar Soft Part	D018234	M	M	ALVEOLAR SOFT-PART SARCOMA	606243	#	apd	05/12/10	apd	05/12/10																
Alzheimer Disease	D000544	M	M	ALZHEIMER DISEASE	104300	#	apd	05/12/10	apd	05/12/10																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 10	609636	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 11	609790	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 12	611073	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 13	611152	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 14	611154	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 15	611155	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 16	300756	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Alzheimer disease type 2	C536595	M	M	ALZHEIMER DISEASE 2	104310	#	apd	05/12/10	apd	04/27/11																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 3	607822	#	apd	05/12/10	apd	05/12/10																
Alzheimer disease type 4	C536596	M	M	ALZHEIMER DISEASE 4	606889	#	apd	05/12/10	apd	04/27/11																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 5	602096	%	apd	05/12/10	apd	05/12/10																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 6	605526	%	apd	05/12/10	apd	05/12/10																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 7	606187	%	apd	05/12/10	apd	05/12/10																
Alzheimer Disease	D000544	M	L	ALZHEIMER DISEASE 8	607116	%	apd	05/12/10	apd	05/12/10																
Spinocerebellar Ataxias	D000544	M	L	ALZHEIMER DISEASE 9	608907	%	apd	05/12/10	apd	05/12/10																
Congenital amegakaryocytic thrombocytopenia	C535982	M	M	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL	604498	#	apd	05/12/10	apd	05/26/11																
Amelogenesis imperfecta local hypoplastic form	C538240	L	L	AMELOGENESIS IMPERFECTA 2, HYPOPLASTIC LOCAL, AUTOSOMAL DOMINANT	104500	#	apd	05/12/10	apd	05/26/11																
Amelogenesis Imperfecta hypomaturation type	C536606	L	L	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2	612529	#	apd	05/12/10	apd	05/26/11	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Amelogenesis Imperfecta hypomaturation type	C536606	L	L	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA3	613211	#	apd	05/12/10	apd	05/26/11	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Amelogenesis Imperfecta	D000567	L	L	AMELOGENESIS IMPERFECTA, HYPOMATURATION-HYPOPLASTIC TYPE, WITH TAURODONTISM	104510	#	apd	05/12/10	apd	05/12/10																
Taurodontism	C536946	L	L	AMELOGENESIS IMPERFECTA, HYPOMATURATION-HYPOPLASTIC TYPE, WITH TAURODONTISM	104510	#	apd	05/12/10	apd	05/26/11																
Amelogenesis imperfecta local hypoplastic form	C538240	M	M	AMELOGENESIS IMPERFECTA, HYPOPLASTIC TYPE	104530	%	smb	09/24/10	smb	05/26/11	from Joel's review 															
Amelogenesis imperfecta, hypoplastic/hypomaturation, X-linked 1	C538243	M	M	AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 1	301200	#	apd	05/12/10	apd	10/13/10	mapped to new MESH 2011															
Amelogenesis Imperfecta	D000567	L	L	AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 2	301201	%	apd	05/12/10	apd	05/12/10																
Amelogenesis imperfecta pigmented hypomaturation type	C538242	M	L	AMELOGENESIS IMPERFECTA, PIGMENTED HYPOMATURATION TYPE	204700	#	apd	05/12/10	apd	05/12/10																
Amelogenesis Imperfecta	D000567	L	L	AMELOGENESIS IMPERFECTA, TYPE IC	204650	#	apd	05/12/10	apd	05/12/10																
Amelogenesis Imperfecta	D000567	L	L	AMELOGENESIS IMPERFECTA, TYPE III	130900	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Aminoacylase 1 deficiency	C538246	M	M	AMINOACYLASE 1 DEFICIENCY	609924	#	apd	05/12/10	apd	10/13/10	mapped to new MESH 2011															
Epilepsy	D004827	L	L	AMISH INFANTILE EPILEPSY SYNDROME	609056	#	apd	05/12/10	apd	05/12/10																
Mental Retardation	D008607	L	L	AMME COMPLEX	300194	#	apd	05/12/10	apd	05/12/10	also see OMIM:300195 (used to be disease, now a gene record)															
Nephritis, Hereditary	D009394	L	L	AMME COMPLEX	300194	#	apd	05/12/10	apd	05/12/10	also see OMIM:300195 (used to be disease, now a gene record)															
Elliptocytosis, Hereditary	D004612	L	L	AMME COMPLEX	300194	#	apd	05/12/10	apd	08/30/10	also see OMIM:300195 (used to be disease, now a gene record)															
Craniofacial Abnormalities	D019465	L	L	AMME COMPLEX	300194	#	apd	05/12/10	apd	08/30/10	also see OMIM:300195 (used to be disease, now a gene record)															
Alzheimer Disease	D000544	M	M	AMYLOID BETA A4 PRECURSOR PROTEIN	104760	+	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Cerebral Amyloid Angiopathy	D016657	M	M	AMYLOID BETA A4 PRECURSOR PROTEIN	104760	+	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyloidosis	D000686	M	L	AMYLOIDOSIS V	105120	#	apd	05/12/10	apd	05/12/10																
Cerebral Amyloid Angiopathy, Familial	D028243	M	L	AMYLOIDOSIS VI	105150	#	apd	05/12/10	apd	05/12/10																
Amyloidosis	D000686	L	L	AMYLOIDOSIS VII	105210	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Cerebral Amyloid Angiopathy	D016657	L	L	AMYLOIDOSIS, CEREBROARTERIAL, HEREDITARY, IOWA TYPE	605714	#	apd	05/12/10	apd	05/12/10																
Amyloidosis, familial visceral	C538249	M	M	AMYLOIDOSIS, FAMILIAL VISCERAL	105200	#	apd	05/12/10	apd	10/13/10	mapped to new MESH 2011															
Lichenoid Eruptions	D017512	L	L	AMYLOIDOSIS, PRIMARY CUTANEOUS	105250	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyloidosis, Familial	D028226	L	L	AMYLOIDOSIS, PRIMARY CUTANEOUS	105250	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyotrophic lateral sclerosis 1	C531617	M	M	AMYOTROPHIC LATERAL SCLEROSIS 1	105400	#	apd	05/12/10	apd	04/27/11																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 10	612069	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 11	612577	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 12	613435	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Amyotrophic Lateral Sclerosis	D000690	L	L	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE	205100	#	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 3	606640	%	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	L	L	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE	602433	#	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 5	602099	%	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 6	608030	%	apd	05/12/10	apd	05/12/10																
Inflammatory Bowel Diseases	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 7	608031	%	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 8	608627	#	apd	05/12/10	apd	05/12/10																
Amyotrophic Lateral Sclerosis	D000690	M	L	AMYOTROPHIC LATERAL SCLEROSIS 9	611895	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Amyotrophic Lateral Sclerosis	D000690	L	L	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	105500	%	apd	05/12/10	apd	05/12/10																
Parkinson Disease	D010300	L	L	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	105500	%	apd	05/12/10	apd	05/12/10																
Dementia	D003704	L	L	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	105500	%	apd	05/12/10	apd	05/26/11																
Brachial Plexus Neuritis	D020968	L	L	AMYOTROPHY, HEREDITARY NEURALGIC	162100	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Anus Neoplasms	D001005	L	L	ANAL CANAL CARCINOMA	105580	[blank]	apd	05/12/10	apd	05/12/10																
Carcinoma	D002277	L	L	ANAL CANAL CARCINOMA	105580	[blank]	apd	05/12/10	apd	05/26/11																
Anal sphincter dysplasia	C538254	M	M	ANAL SPHINCTER DYSPLASIA	105563	[blank]	apd	05/12/10	apd	10/13/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD); new mapping to MESH 2011															
Anauxetic dysplasia	C538256	M	M	ANAUXETIC DYSPLASIA	607095	#	apd	05/12/10	apd	10/13/10	new mapping to MESH 2011															
Andersen Syndrome	D050030	M	M	ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS	170390	#	apd	05/12/10	apd	07/01/10	OMIM record merged to MESH record															
Androgen-Insensitivity Syndrome	D013734	M	M	ANDROGEN INSENSITIVITY SYNDROME	300068	#	apd	05/12/10	apd	05/12/10																
Androgen-Insensitivity Syndrome	D013734	M	L	ANDROGEN INSENSITIVITY, PARTIAL	312300	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Anemia, Hemolytic, Autoimmune	D000744	M	M	Anemia, Autoimmune Hemolytic	205700	[blank]	smb	09/27/10	smb	09/27/10	from Joel's review 															
Anemia, Dyserythropoietic, Congenital	D000742	L	L	ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE I	224120	#	apd	05/12/10	apd	05/12/10																
Anemia, Dyserythropoietic, Congenital	D000742	L	L	ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE II	224100	%	apd	05/12/10	apd	05/12/10																
Anemia, Dyserythropoietic, Congenital	D000742	L	L	ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE III	105600	%	apd	05/12/10	apd	05/12/10																
Anemia, Dyserythropoietic, Congenital	D000742	L	L	ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE IV	613673	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Anemia, hypochromic microcytic	C536357	L	L	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD	206100	#	apd	05/12/10	apd	05/12/10																
Iron Overload	D019190	L	L	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD	206100	#	apd	05/12/10	apd	05/26/11																
Anemia, sideroblastic spinocerebellar ataxia	C536358	M	M	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA	301310	#	apd	05/12/10	apd	05/26/11																
Anemia, Sideroblastic	D000756	L	L	ANEMIA, SIDEROBLASTIC, PYRIDOXINE-REFRACTORY, AUTOSOMAL RECESSIVE	205950	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
X-linked sideroblastic anemia	C536761	M	M	ANEMIA, SIDEROBLASTIC, X-LINKED	300751	#	apd	05/12/10	apd	05/26/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Anencephaly	D000757	M	M	Anencephaly	206500	%	smb	09/27/10	smb	09/27/10	from Joel's review 															
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 1	105800	%	apd	05/12/10	apd	05/12/10																
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 10	612587	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Aneurysm, intracranial berry, 2	C536360	M	M	ANEURYSM, INTRACRANIAL BERRY, 2	608542	%	apd	05/12/10	apd	04/27/11																
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 3	609122	%	apd	05/12/10	apd	05/12/10																
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 4	610213	%	apd	05/12/10	apd	05/12/10																
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 5	610402	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 6	611892	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 7	612161	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 8	612162	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Intracranial Aneurysm	D002532	M	L	ANEURYSM, INTRACRANIAL BERRY, 9	612586	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Bone Cysts, Aneurysmal	D017824	M	M	ANEURYSMAL BONE CYSTS	606179	[blank]	apd	05/12/10	apd	05/12/10																
Angelman Syndrome	D017204	M	M	ANGELMAN SYNDROME	105830	#	apd	05/12/10	apd	05/12/10																
Angioedema, Hereditary	D054179	M	M	ANGIOEDEMA, HEREDITARY	106100	#	apd	05/12/10	apd	05/12/10																
Hereditary Angioedema Type III	D056828	M	M	ANGIOEDEMA, HEREDITARY, TYPE III	610618	#	apd	05/12/10	apd	05/12/10																
Angioma serpiginosum, X-linked	C536366	M	M	ANGIOMA SERPIGINOSUM, X-LINKED	300652	%	apd	05/12/10	apd	10/14/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Aneurysm	D000783	L	L	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS	611773	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Kidney Diseases	D007674	L	L	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS	611773	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Muscle Cramp	D009120	L	L	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS	611773	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Vascular Diseases	D014652	L	L	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS	611773	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Dyslipidemias	D050171	M	M	ANGIOPOIETIN-LIKE 4	605910	+	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Glomerulonephritis, IGA	D005922	M	M	ANGIOTENSIN I	106150	+	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Pre-Eclampsia	D011225	M	M	ANGIOTENSIN I	106150	+	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Renal Insufficiency	D051437	M	M	ANGIOTENSIN I	106150	+	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Anuria	D001002	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Central Nervous System Diseases	D002493	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Diabetic Nephropathies	D003928	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Glomerulonephritis, IGA	D005922	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Myocardial Infarction	D009203	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Cerebrovascular Accident	D020521	M	M	ANGIOTENSIN I-CONVERTING ENZYME	106180	+	apd	05/12/10	apd	05/12/10																
Mental Retardation, X-Linked	D038901	M	M	ANGIOTENSIN II RECEPTOR, TYPE 2	300034	+	apd	05/12/10	apd	05/12/10																
Aniridia cerebellar ataxia mental deficiency	C536370	M	M	ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL DEFICIENCY	206700	#	apd	05/12/10	apd	03/24/11	mapped to new MESH 2011															
Aniridia, type 2	C536372	M	M	ANIRIDIA, TYPE II	106210	#	apd	05/12/10	apd	05/26/11																
Abnormalities, Multiple	D000015	L	L	ANISOMASTIA	605746	%	apd	05/12/10	apd	05/12/10																
Mental Retardation	D008607	L	L	ANISOMASTIA	605746	%	apd	05/12/10	apd	05/12/10																
Ankyloblepharon filiforme adnatum cleft palate	C536373	M	M	ANKYLOBLEPHARON FILIFORME ADNATUM AND CLEFT PALATE	106250	[blank]	apd	05/12/10	apd	05/26/11																
Hay-Wells syndrome	C535847	M	L	ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE	106260	#	apd	05/12/10	apd	05/26/11																
Tongue Diseases	D014060	L	L	ANKYLOGLOSSIA	106280	[blank]	smb	09/24/10	smb	09/24/10	from Joel's review 															
Anonychia congenita	C536377	M	M	ANONYCHIA CONGENITA	206800	#	apd	05/12/10	apd	12/08/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); merged to new MESH 2011															
Anorectal atresia	C537771	L	L	ANORECTAL ANOMALIES	107100	%	smb	09/24/10	smb	05/26/11	from Joel's review 															
Anorexia Nervosa	D000856	M	L	ANOREXIA NERVOSA, SUSCEPTIBILITY TO, 1	606788	%	apd	05/12/10	apd	05/12/10																
Congenital anosmia	C535983	M	M	ANOSMIA, CONGENITAL	107200	%	apd	05/12/10	apd	05/26/11																
Anterior segment mesenchymal dysgenesis	C537775	M	M	ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS	107250	#	apd	05/12/10	apd	10/14/10	mapped to new MESH 2011															
Familial antiphospholipid syndrome	C531622	M	M	ANTIPHOSPHOLIPID SYNDROME, FAMILIAL	107320	[blank]	smb	09/27/10	smb	05/26/11	from Joel's review 															
Antithrombin III Deficiency	D020152	M	M	ANTITHROMBIN III DEFICIENCY	613118	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Antley-Bixler Syndrome Phenotype	D054882	L	L	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS	201750	#	apd	05/12/10	apd	05/26/11																
Urogenital Abnormalities	D014564	L	L	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS	201750	#	apd	05/12/10	apd	05/26/11																
Antley-Bixler syndrome	C537780	M	L	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS	207410	#	apd	05/12/10	apd	05/26/11	merged to new, matching MeSH disease															
Anxiety Disorders	D001008	M	M	ANXIETY	607834	%	apd	05/12/10	apd	05/12/10																
Aortic Aneurysm, Abdominal	D017544	L	L	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1	100070	%	smb	09/27/10	smb	09/27/10	from Joel's review 															
Aortic Aneurysm, Abdominal	D017544	L	L	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 2	609782	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Aortic Aneurysm, Abdominal	D017544	L	L	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 3	611891	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Aortic Aneurysm, Thoracic	D017545	L	L	AORTIC ANEURYSM, FAMILIAL THORACIC 1	607086	%	apd	05/12/10	apd	05/12/10																
Aortic Aneurysm, Thoracic	D017545	L	L	AORTIC ANEURYSM, FAMILIAL THORACIC 2	607087	%	apd	05/12/10	apd	05/12/10																
Aortic aneurysm, familial thoracic 4	C537784	M	M	AORTIC ANEURYSM, FAMILIAL THORACIC 4	132900	#	apd	05/12/10	apd	10/14/10	mapped to new MESH 2011															
Aortic Aneurysm, Thoracic	D017545	L	L	AORTIC ANEURYSM, FAMILIAL THORACIC 6	611788	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
